regional_unit,school_district,prefecture,municipal_unit,district,municipality,school_type,school_subtype,school_code,school_name,phone_number,fax_number,email,area,street_address,zip_code,lat,lng,Ανθούπολη,Περιστέρι,Άγιος Αντώνιος,Σεπόλια,Αττική,Σταθμός Λαρίσης,Μεταξουργείο,Ομόνοια,Πανεπιστήμιο,Σύνταγμα,Ακρόπολη,Συγγρού–Φίξ,Νέος Κόσμος,Άγιος Ιωάννης,Δάφνη,Άγιος ΔημήτριοςΑλέξανδρος Παναγούλης,ΗλιούποληΓρηγόρης Λαμπράκης,Άλιμος,Αργυρούπολη,Ελληνικό,min_dist
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Π/ΘΜΙΑΣ ΚΑΙ Δ/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΤΤΙΚΗΣ,,ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΕΛΕΥΣΙΝΑΣ,ΕΛΕΥΣΙΝΟΣ,ΕΛΕΥΣΙΝΟΣ,Αποκεντρωμένες Υπηρεσίες,"Κέντρο Διεπιστημονικής Αξιολόγησης, Συμβουλευτικής και Υποστήριξης (ΚΕ.Δ.Α.Σ.Υ.)",9000711,ΚΕ.Δ.Α.Σ.Υ. ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,2105561990.0,2105544853,kesydytat@sch.gr,ΕΛΕΥΣΙΝΑ,ΙΩΝΟΣ ΔΡΑΓΟΥΜΗ 24,19200,38.036599,23.539572,16.8884975017166,17.47744611510254,17.98916509210374,19.5759600700726,20.59919799125953,20.62104294357779,20.69587094771047,21.544080991574106,22.17967059311212,22.601229325629493,22.13800470734252,21.970462566767747,22.40424881099445,23.098548675541505,23.64098010895828,24.346921440108524,25.222069209570947,25.670061334318845,26.596288725353933,27.266603838519625,16.8884975017166
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Π/ΘΜΙΑΣ ΚΑΙ Δ/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΤΤΙΚΗΣ,,ΠΕΙΡΑΙΩΣ,ΠΕΙΡΑΙΩΣ,ΠΕΙΡΑΙΩΣ,1ο ΔΗΜ. ΔΙΑΜΕΡ. ΠΕΙΡΑΙΩΣ,Αποκεντρωμένες Υπηρεσίες,"Κέντρο Διεπιστημονικής Αξιολόγησης, Συμβουλευτικής και Υποστήριξης (ΚΕ.Δ.Α.Σ.Υ.)",9000712,1ο Κ.Ε.Δ.Α.Σ.Υ. Πειραιά,2104131561.0,2104131509,mail@1kesy-peiraia.att.sch.gr,ΠΕΙΡΑΙΑΣ,ΜΗΛΟΥ 21 & ΑΙΓΑΛΕΩ 30,18545,37.954007,23.638565,8.658820433599434,8.729166179716257,8.601764703160582,9.6745660224274,10.362770136932625,9.944379188339164,9.69222537487707,10.364655076109608,10.794123023125106,10.946988712309576,10.172044811974072,9.785037871939172,9.949317376842826,10.6360696863194,10.94035409448469,11.39374201542478,12.024403632795948,12.242652577270915,12.957218873117954,13.542595291532326,8.601764703160582
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Π/ΘΜΙΑΣ ΚΑΙ Δ/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΤΤΙΚΗΣ,,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,2ου ΔΗΜ. ΔΙΑΜΕΡ. ΑΘΗΝΑΙΩΝ,Αποκεντρωμένες Υπηρεσίες,"Κέντρο Διεπιστημονικής Αξιολόγησης, Συμβουλευτικής και Υποστήριξης (ΚΕ.Δ.Α.Σ.Υ.)",9000702,2ο ΚΕ.Δ.Α.Σ.Υ Α΄ ΑΘΗΝΑΣ,2107568137.0,,2kesyaath@sch.gr,ΑΘΗΝΑ,YMHTTOY 219,11632,37.962797,23.742092,7.909945697120234,7.226228458989668,6.463147930077552,5.151059076588042,4.310478589503706,3.782231159074751,3.403364293682676,2.6707866116030723,2.044109105833919,1.4221572968512537,1.5271021081265903,1.7431139865659957,1.6113243869502891,1.062962647021033,1.4904028824237752,2.3145094210676134,3.431500545226312,4.556082211966445,6.151629245520598,7.165915261129543,1.062962647021033
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Π/ΘΜΙΑΣ ΚΑΙ Δ/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΤΤΙΚΗΣ,,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ,ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ,ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ,Αποκεντρωμένες Υπηρεσίες,"Κέντρο Διεπιστημονικής Αξιολόγησης, Συμβουλευτικής και Υποστήριξης (ΚΕ.Δ.Α.Σ.Υ.)",9000704,2ο ΚΕΔΑΣΥ Β΄ ΑΘΗΝΑΣ,2106512513.0,2106512513,2kesyvath@sch.gr,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ,ΖΑΧΑΡΙΑ ΠΑΠΑΝΤΩΝΙΟΥ 13,15341,38.006429,23.808664,13.077804048822998,12.512019030252388,12.08324763006788,10.542385613209378,9.58781798513614,9.795954181750922,9.945319065708029,9.22428977213464,8.796803488130855,8.71783611631682,9.584315404089253,10.073848607349616,10.19171986837759,9.665766146603534,9.83074052369646,10.118902826006932,10.584491503089042,11.495336135467488,12.685818708099823,13.450921015601258,8.71783611631682
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Π/ΘΜΙΑΣ ΚΑΙ Δ/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΤΤΙΚΗΣ,,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΙΛΙΟΥ (ΝΕΩΝ ΛΙΟΣΙΩΝ),ΙΛΙΟΥ (ΝΕΩΝ ΛΙΟΣΙΩΝ),ΙΛΙΟΥ (ΝΕΩΝ ΛΙΟΣΙΩΝ),Αποκεντρωμένες Υπηρεσίες,"Κέντρο Διεπιστημονικής Αξιολόγησης, Συμβουλευτικής και Υποστήριξης (ΚΕ.Δ.Α.Σ.Υ.)",9000706,2ο ΚΕΔΑΣΥ Γ΄ ΑΘΗΝΑΣ,2102690215.0,,mail@2kesy-g.att.sch.gr,ΙΛΙΟΝ,Ανδρέα Παπανδρέου 107,13121,38.024298,23.70283,1.5093278958037937,1.4061172271214226,1.8808200368457413,2.503902696321849,3.34795511556532,3.8592352255099898,4.308993721173536,4.961286045812307,5.598492676418065,6.213434031198992,6.390521799293704,6.657514015647494,7.359562518652178,7.772958112393613,8.55760695350208,9.548091828546054,10.743912015532226,11.746593036272724,13.282630117621087,14.282454862102758,1.4061172271214226
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Π/ΘΜΙΑΣ ΚΑΙ Δ/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΤΤΙΚΗΣ,,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ,ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ,ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ,Αποκεντρωμένες Υπηρεσίες,"Κέντρο Διεπιστημονικής Αξιολόγησης, Συμβουλευτικής και Υποστήριξης (ΚΕ.Δ.Α.Σ.Υ.)",9000708,2ο ΚΕ.Δ.Α.Σ.Υ. Δ΄ ΑΘΗΝΑΣ,2109955036.0,,2kesydath@sch.gr,ΑΛΙΜΟΣ,ΔΩΔΕΚΑΝΗΣΟΥ & ΠΑΤΜΟΥ 1,17456,37.926024,23.741005,10.803647018433946,10.163134521219156,9.375773452999042,8.386804384136344,7.744881597057595,7.0892071181638325,6.589050080890002,6.087913332638047,5.598135847372187,5.008784045690454,4.534303259548974,4.218965647254954,3.517135324271069,3.1694201218501186,2.3953275664594,1.4407612845042277,0.5269584520234966,0.8702315787603067,2.442879461548981,3.460967600901232,0.5269584520234966
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Π/ΘΜΙΑΣ ΚΑΙ Δ/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΤΤΙΚΗΣ,,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΧΑΡΝΩΝ,ΑΧΑΡΝΩΝ,ΑΧΑΡΝΩΝ,Αποκεντρωμένες Υπηρεσίες,"Κέντρο Διεπιστημονικής Αξιολόγησης, Συμβουλευτικής και Υποστήριξης (ΚΕ.Δ.Α.Σ.Υ.)",9000710,"2ο ΚΕΝΤΡΟ ΔΙΕΠΙΣΤΗΜΟΝΙΚΗΣ ΑΞΙΟΛΟΓΗΣΗΣ, ΣΥΜΒΟΥΛΕΥΤΙΚΗΣ ΚΑΙ ΥΠΟΣΤΗΡΙΞΗΣ ( ΚΕ.Δ.Α.Σ.Υ.)  ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ",2102315410.0,,2kesyanat@sch.gr,Αχαρνές,Αγ. Άννας     (Προσωρινή στέγαση στο 5ο ΓΕΛ Αχαρνών) ή Ροδόπης και Φιλιατών,13671,38.061374,23.732211,6.429868905798633,6.385380060280276,6.687935788051976,6.332595220594991,6.429947497505786,7.16403982458463,7.712957395727182,7.90019162345026,8.273450795051977,8.835770827651684,9.45689334951063,9.92442844636882,10.584180886764925,10.715046002585572,11.454832481607278,12.394996205329678,13.54086529203958,14.660467590412178,16.257677552814755,17.273905045974296,6.332595220594991
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Π/ΘΜΙΑΣ ΚΑΙ Δ/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΤΤΙΚΗΣ,,ΠΕΙΡΑΙΩΣ,ΚΟΡΥΔΑΛΛΟΥ,ΚΟΡΥΔΑΛΛΟΥ,ΚΟΡΥΔΑΛΛΟΥ,Αποκεντρωμένες Υπηρεσίες,"Κέντρο Διεπιστημονικής Αξιολόγησης, Συμβουλευτικής και Υποστήριξης (ΚΕ.Δ.Α.Σ.Υ.)",9000713,2ο Κ.Ε.Δ.Α.Σ.Υ ΠΕΙΡΑΙΑ,2104121095.0,,2kesypeir@sch.gr,ΠΕΙΡΑΙΑΣ,ΠΑΠΑΣΤΡΑΤΟΥ 14,18545,37.952169,23.643335,8.459472952900992,8.488625673798165,8.316356640402331,9.32729264061486,9.981254969496836,9.53901348506472,9.267871714776756,9.920983912226404,10.333488527491587,10.4689018167106,9.68064362173193,9.282943030493785,9.430679835658262,10.11401615497998,10.405413269517046,10.846942642658655,11.46875123258122,11.682485096002116,12.398298551842093,12.987602008812155,8.316356640402331
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Π/ΘΜΙΑΣ ΚΑΙ Δ/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΤΤΙΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,1ου ΔΗΜ. ΔΙΑΜΕΡ. ΑΘΗΝΑΙΩΝ,Λύκεια,Ημερήσιο Γενικό Λύκειο,551070,4ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΘΗΝΩΝ,2108838441.0,2108824839,mail@4lyk-athin.att.sch.gr,ΑΘΗΝΑ,Μαιζώνος 21-29 και Σωνιέρου 3-5,10438,37.990595,23.721489,4.31904513020324,3.63145071510096,2.903182898445169,1.5140942876998034,0.8856529332194513,0.1607617824368726,0.3994632526704029,0.981503468502896,1.6543914416371266,2.239895555783776,2.4011087773145547,2.7415684521197567,3.443308022278522,3.783910062344172,4.571058931272803,5.563865654469818,6.762138517025687,7.797129079833476,9.361511400072626,10.373122737586066,0.1607617824368726
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Π/ΘΜΙΑΣ ΚΑΙ Δ/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΤΤΙΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,6ου ΔΗΜ. ΔΙΑΜΕΡ. ΑΘΗΝΑΙΩΝ,Γυμνάσια,Ημερήσιο Γυμνάσιο,501110,8ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ,2108670658.0,2108670658,mail@8gym-athin.att.sch.gr,ΑΘΗΝΑ,ΝΙΚΟΠΟΛΕΩΣ 33,11253,38.008626,23.731648,4.583460982475119,3.987945621839982,3.561926216741135,2.0953296661507075,1.4065434093545108,2.040785400063298,2.536547641548354,2.540751875769336,2.898563496311731,3.476679984607057,4.081039142929114,4.562285104712539,5.21009004398056,5.343499206382488,6.094728734484868,7.052437527417238,8.220284398103416,9.325504561634656,10.921483032098967,11.940026211373702,1.4065434093545108
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Π/ΘΜΙΑΣ ΚΑΙ Δ/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΤΤΙΚΗΣ,ΔΙΕΥΘΥΝΣΗ Δ.Ε. Α΄ ΑΘΗΝΑΣ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΖΩΓΡΑΦΟΥ,ΖΩΓΡΑΦΟΥ,ΖΩΓΡΑΦΟΥ,Γυμνάσια,Ημερήσιο Γυμνάσιο,501552,5ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΖΩΓΡΑΦΟΥ,2107788877.0,2107788877,mail@5gym-zograf.att.sch.gr,ΖΩΓΡΑΦΟΥ,"ΜΕΓ. ΑΛΕΞΑΝΔΡΟΥ ΚΑΙ ΚΟΡΥΤΣΑΣ, ΓΟΥΔΗ",15773,37.983503,23.77493,9.904050105795458,9.253855844424246,8.66185440813555,7.074599105166168,6.040165023423148,6.015636836370927,6.0143435088111765,5.201315556907896,4.657535589854101,4.452674173523175,5.26330053144553,5.7212238394291886,5.7944534162552745,5.259134255760536,5.447719223294207,5.826711384532666,6.463305143325325,7.487277834316321,8.86870721757806,9.756882581894082,4.452674173523175
